"name","label","description","legal_basis"
"07.01.02","Penalty payments and lump sums imposed on a Member State for not complying with a judgment of the Court of Justice of the European Union on its failure to fulfil an obligation under the Treaty","","Reference acts


Article 260(2) of the Treaty on the Functioning of the European Union."
"07.02.00","Interest on deposits and fines","",""
"08.00.00","European Union guarantee for Community/EU loans raised for balance of payments support","<p>The Union guarantee is for loans raised on the capital markets or from financial institutions. The amount in principal of loans which may then be granted to the Member States is limited to EUR 50 000 000 000.</p>

<p>This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 01, provided that this revenue has not been deducted from expenditure. </p>

<p>A summary of borrowing and lending operations, including debt management, in capital and interest, is given in Annex Part II of the statement of expenditure in this section.</p>","For the legal basis, see the remark for Item 01 04 01 01 of the statement of expenditure in this section."
"08.00.01","European Union guarantee for Euratom loans raised","<p>This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 02, provided that this revenue has not been deducted from expenditure.</p>

<p>A summary of borrowing and lending operations, including debt management, in capital and interest, is given in Annex Part II of the statement of expenditure in this section.</p>","For the legal basis, see the remark for Item 01 04 01 02 of the statement of expenditure in this section."
"08.01.00","Capital repayments and interest in respect of special loans and risk capital granted in the framework of financial cooperation with Mediterranean non-member countries","<p>This article is intended to record capital repayments and interest payments on special loans and risk capital granted from the appropriations in Chapters 22 03, 19 08 and 19 01 of the statement of expenditure in this section to Mediterranean third countries.</p>

<p>The revenue obtained normally exceeds the amounts forecast in the budget because of the interest payments on special loans which may still be disbursed during the preceding financial year as well as during the current financial year. The interest on special loans and risk capital is charged from the moment the loans are disbursed; interest on special loans is paid in six-monthly instalments and interest on risk capital generally in annual instalments.</p>

<a name=""AAAZC""></a>",""
"08.01.03","Capital repayments and interest in respect of loans and risk capital granted by the Commission to developing countries in Latin America, Asia, the Mediterranean region and South Africa under the European Community Investment Partners operation","<p>This article is intended to record capital repayments and interest payments on loans and risk capital granted from the appropriations in Item 19 08 01 01 under the European Community Investment Partners operation.</p>","For the legal basis, see the remark for Item 19 08 01 01 of the statement of expenditure in this section."
"08.02.07","European Union guarantee for the borrowing programmes contracted by the Community/EU to provide macro-financial assistance to non-member countries","<p>This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 04, provided that this revenue has not been deducted from expenditure.</p>

<p>A summary of borrowing and lending operations, including debt management, in capital and interest, is given in Annex &#8216;Part II&#8218; of the statement of expenditure in this section.</p>","For the legal basis, see the remark for Item 01 04 01 04 of the statement of expenditure in this section."
"08.02.08","Guarantee for Euratom borrowings to improve the degree of efficiency and safety of nuclear power stations in the countries of central and eastern Europe and the Commonwealth of Independent States","<p>This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 05, provided that this revenue has not been deducted from expenditure.</p>

<p>A summary of borrowing and lending operations, including debt management, in capital and interest, is given in Annex &#8216;Part II&#8218; of the statement of expenditure in this section.</p>","For the legal basis, see the remark for Item 01 04 01 05 of the statement of expenditure in this section."
"08.03.05","European Union guarantee for European Investment Bank loans to non-member countries","<p>This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 06, provided that this revenue has not been deducted from expenditure.</p>

<p>A summary of borrowing and lending operations, including debt management, in capital and interest, is given in Annex &#8216;Part II&#8218; of the statement of expenditure in this section.</p>","For the legal basis, see the remark for Item 01 04 01 06 of the statement of expenditure in this section."
"08.05.00","Dividends paid by the European Investment Fund - Assigned revenue","<p>This article is intended to record any dividends paid by the European Investment Fund in respect of this contribution.</p>

<p>As laid down in the Council Decision 2007/247/EC, the dividends earned by the Commission during the period 2007 to 2010 are considered to be assigned revenue in accordance with Article 18(2) of the Financial Regulation and are added to the resources of budget Item 01 04 09 01 &#8216;European Investment Fund &#8212; Provision of paid-up shares of subscribed capital&#8218;.</p>","Council Decision 94/375/EC of 6 June 1994 on Community membership of the European Investment Fund (OJ L 173, 7.7.1994, p. 12).


Council Decision 2007/247/EC of 19 April 2007 on the Community participation in the capital increase of the European Investment Fund (OJ L 107, 25.4.2007, p. 5)."
"09.00.00","Miscellaneous revenue","<p>This article is intended to record miscellaneous revenue.</p>",""
"XX.01.01","Expenditure related to staff in active employment in policy areas","",""
"XX.01.02","External staff and other management expenditure","",""
"XX.01.03","Expenditure related to equipment, furniture and services, and buildings of the delegations of the European Union","",""
"XX.01.05","Expenditure related to staff in active employment for indirect research","",""
"01.01.01","Expenditure related to staff in active employment of ‘Economic and financial affairs‚ policy area","",""
"01.01.02","External staff and other management expenditure in support of ‘Economic and financial affairs‚ policy area","",""
"01.01.03","Expenditure related to equipment, furniture and services and other working expenditure of ‘Economic and financial affairs‚ policy area","",""
"01.02.02","Coordination and surveillance of economic and monetary union","<p>This appropriation is intended to cover the cost of carrying out or continuing the following surveys in the Member States and the cost of introducing the surveys in the applicant countries:</p>

<ul><li>
<p>decisions taken by the Commission on 15&#160;November 1961:</p>
<ul><li>
<p>the monthly Community business survey (since 1962),</p>
</li>
<li>
<p>the building industry survey (since 1963),</p>
</li>
<li>
<p>the survey of capital investment (since 1966),</p>
</li>
<li>
<p>the retail trade sector survey,</p>
</li>
<li>
<p>the service sector survey,</p>
</li>
<li>
<p>ad hoc survey on topical issues,</p>
</li>
</ul></li>
<li>
<p>Council Decision of 15&#160;September 1970:</p>
<ul><li>
<p>the European Economic Community consumer survey (since 1972).</p>
</li>
</ul></li>
</ul>
<p>This appropriation is also intended to cover the cost of studies, workshops, conferences, analyses, evaluations, publications, technical assistance, the purchase of databases and software and the part-financing and support of measures relating to:</p>

<ul><li>
<p>economic monitoring, analysis of the combination of measures and coordination of economic policies,</p>
</li>
<li>
<p lang=""en"">the external aspects of the Economic and Monetary Union (EMU),</p>
</li>
<li>
<p lang=""en"">the macroeconomic developments in the euro area,</p>
</li>
<li>
<p lang=""en"">monitoring structural reforms and improving the operation of markets in the EMU,</p>
</li>
<li>
<p>coordination with financial institutions and analysis and development of financial markets,</p>
</li>
<li>
<p lang=""en"">coordination of a network of external economists on analysis and forecasting macroeconomic developments in the euro area (the European Forecasting Network &#8212; EFN)</p>
</li>
<li>
<p>cooperation with economic operators and decision-makers in the above fields,</p>
</li>
<li>
<p lang=""en"">expanding the EMU.</p>
</li>
</ul>
<p>The amount of assigned revenue in accordance with Article 18(1)(e) to (j) of the Financial Regulation is estimated at EUR 100&#160;000.</p>","Tasks resulting from the Commission’s prerogatives at institutional level, as provided for in Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
"01.02.04","Prince - Communication on economic and monetary union, including the euro","<p>This appropriation is intended to cover the funding of priority information measures on Union policies on all aspects of the rules and functioning of EMU, of the benefits of closer policy coordination and structural reforms and to address information needs of citizens, local authorities and enterprises in relation to the euro.</p>

<p>This measure is designed to be an effective channel of communication and dialogue between the people of the European Union and the Union institutions and take account of specific national and regional characteristics, in close cooperation with the Member State authorities. Special emphasis is put on preparing citizens in the new Member States for the introduction of the euro.</p>

<p>It includes:</p>

<ul><li>
<p lang=""en"">partnership agreements with the Member States, which intend to communicate on the euro, </p>
</li>
<li>
<p lang=""en"">close cooperation and networking with all Member States in the framework of the network of Directors of Communication on EMU-related issues,</p>
</li>
<li>
<p lang=""en"">the development of communication activities at central level (brochures, leaflets, newsletters, internet site graphic design, development and maintenance, exhibitions, stands, conferences, seminars, audiovisual products, opinion polls, surveys, studies, promotional material, twinning programmes, etc.),</p>
</li>
<li>
<p lang=""en"">communication initiatives in third countries, in particular to point out the international role of the euro and the value of financial integration.</p>
</li>
</ul>
<p>The Commission, when implementing this budget line, should take duly into account the outcomes of the meetings of the Interinstitutional Group on Information (IGI).</p>

<p>The Commission has set out its communication strategy on the euro in the Communication on the implementation of an information and communication strategy on the euro and economic and monetary union (COM(2004) 552 final) adopted by the College on 11 August 2004. The implementation of the communication strategy takes place in close coordination with the Member States and the European Parliament.</p>

<p>The Commission reports regularly to the European Parliament&#8217;s relevant committee on the implementation of the programme and on planning for the coming year.</p>","Task resulting from the Commission’s prerogatives at institutional level, as provided for in Article 49(6) of Council Regulation (EC, Euratom) No 1605/2002 of 25 June 2002 on the Financial Regulation applicable to the general budget of the European Communities (OJ L 248, 16.9.2002, p. 1)."
